id,name,slug,category,pricing,website,description,tags,featured,verified
329,Amper Music,amper-music,AI Music Platform,Paid,https://www.shutterstock.com/discover/amper-music,"AI music composition technology for media production","music,production,media",true,true
330,Voicemod AI,voicemod-ai,AI Voice Changer,Freemium,https://www.voicemod.net,"Real-time AI voice effects and voice changing software","voice,gaming,audio",true,true

331,Inworld AI,inworld-ai,AI Game Development,Freemium,https://inworld.ai,"AI characters and NPCs for games and virtual worlds","gaming,npc,characters",true,true
332,Scenario GG,scenario-gg,AI Game Assets,Freemium,https://scenario.gg,"AI-generated game assets and visual content","gaming,assets,image",true,true
333,Modl.ai,modl-ai,AI Game Testing,Paid,https://modl.ai,"AI-powered automated game testing platform","gaming,testing,automation",true,true
334,Ludo AI,ludo-ai,AI Game Design,Freemium,https://ludo.ai,"AI assistant for game ideas and design concepts","gaming,ideas,design",true,true
335,Layer AI,layer-ai,AI Game Art,Freemium,https://www.layer.ai,"AI tools for creating game art and assets","gaming,art,design",true,true

336,Promethean AI,promethean-ai,AI 3D World Building,Freemium,https://prometheanai.com,"AI assistant for creating virtual environments and 3D worlds","3d,game,environment",true,true
337,Charisma AI,charisma-ai,AI Interactive Characters,Freemium,https://charisma.ai,"Create AI-powered interactive characters and stories","characters,storytelling,interactive",true,true
338,Latitude AI,latitude-ai,AI Story Gaming,Freemium,https://latitude.io,"AI-powered interactive storytelling and gaming experiences","gaming,story,interactive",true,true
339,Latitude Voyage,latitude-voyage,AI Game Storytelling,Freemium,https://latitude.io,"AI-driven narrative experiences and adventures","story,gaming,ai",false,false
340,AI Dungeon,ai-dungeon,AI Interactive Story Game,Freemium,https://aidungeon.com,"AI-generated text adventure and role-playing game","gaming,rpg,story",true,true

341,Roboflow,roboflow,AI Computer Vision,Freemium,https://roboflow.com,"Build and deploy computer vision models and datasets","vision,ml,images",true,true
342,Ultralytics,ultralytics,AI Computer Vision,Free,https://ultralytics.com,"YOLO-based computer vision models and tools","vision,yolo,opensource",true,true
343,Landing AI,landing-ai,AI Vision Platform,Paid,https://landing.ai,"Computer vision solutions for industrial applications","vision,industry,inspection",true,true
344,Clarifai,clarifai,AI Vision API,Freemium,https://www.clarifai.com,"AI platform for image, video and language recognition","vision,api,ml",true,true
345,Amazon Rekognition,amazon-rekognition,AI Vision Service,Paid,https://aws.amazon.com/rekognition,"AWS image and video analysis service using AI","vision,aws,recognition",true,true

346,Azure AI Vision,azure-ai-vision,AI Vision Service,Paid,https://azure.microsoft.com/products/ai-services/ai-vision,"Microsoft computer vision and image analysis service","vision,microsoft,cloud",true,true
347,Google Cloud Vision AI,google-cloud-vision-ai,AI Vision API,Paid,https://cloud.google.com/vision,"Google image recognition and OCR AI service","vision,ocr,api",true,true
348,Face++,face-plus-plus,AI Facial Recognition,Freemium,https://www.faceplusplus.com,"Face detection and recognition technology platform","face,recognition,vision",true,true
349,Remove Watermark AI,remove-watermark-ai,AI Image Editing,Freemium,https://www.watermarkremover.io,"AI tool for removing watermarks from images","image,editing,cleanup",true,true
350,Let's Enhance,lets-enhance,AI Image Upscaler,Freemium,https://letsenhance.io,"AI-powered image enhancement and upscaling platform","image,upscaling,photo",true,true
